# 1-d slice in y-direction, file: flame_wave_1000Hz_25cm_plt00000
# time =                    0
#                       y                  density                     Temp                   X(He4)                  X(Ni56)
                     3256            221870.765625                568767360                        1    1.000000082740371e-10
                     3272            213334.359375                557067520                        1    1.000000082740371e-10
                     3288             204906.34375                545016576                        1    1.000000082740371e-10
                     3304              196719.9375                533451776                        1    1.000000082740371e-10
                     3320              188647.0625                521558688                        1    1.000000082740371e-10
                     3336            180707.421875                509457696                        1    1.000000082740371e-10
                     3352             172988.84375                497747488                        1    1.000000082740371e-10
                     3368            165377.890625                485641984                        1    1.000000082740371e-10
                     3384                 157930.5                473538048                        1    1.000000082740371e-10
                     3400            150672.890625                461629952                        1    1.000000082740371e-10
                     3416             143522.71875                449288992                        1    1.000000082740371e-10
                     3432            136566.515625                437198336                        1    1.000000082740371e-10
                     3448              129769.1875                425072032                        1    1.000000082740371e-10
                     3464             123079.21875                412467712                        1    1.000000082740371e-10
                     3480           116613.9609375                400413120                        1    1.000000082740371e-10
                     3496           110276.9921875                388043424                        1    1.000000082740371e-10
                     3512           104057.4296875                375239104                        1    1.000000082740371e-10
                     3528            98073.9921875                363154368                        1    1.000000082740371e-10
                     3544            92198.4296875                350510848                        1    1.000000082740371e-10
                     3560              86471.59375                337716064                        1    1.000000082740371e-10
                     3576            80951.2734375                325392736                        1    1.000000082740371e-10
                     3592            75539.5078125                312435264                        1    1.000000082740371e-10
                     3608             70308.734375                299688704                        1    1.000000082740371e-10
                     3624           65255.32421875                287095744                        1    1.000000082740371e-10
                     3640            60311.5703125                273771008                        1    1.000000082740371e-10
                     3656           55582.76171875                261132240                        1    1.000000082740371e-10
                     3672             51002.546875                248228368                        1    1.000000082740371e-10
                     3688            46533.6484375                234460272                        1    1.000000082740371e-10
                     3704            42316.5859375                222025120                        1    1.000000082740371e-10
                     3720           38219.50390625                208751024                        1    1.000000082740371e-10
                     3736              34263.78125                194940880                        1    1.000000082740371e-10
                     3752           30546.87890625                182353360                        1    1.000000082740371e-10
                     3768            26948.6796875                168615280                        1    1.000000082740371e-10
                     3784           23532.24609375                154980528                        1    1.000000082740371e-10
                     3800           20332.95703125                142121776                        1    1.000000082740371e-10
                     3816           17259.21484375                127748840                        1    1.000000082740371e-10
                     3832         14417.3134765625                114564272                        1    1.000000082740371e-10
                     3848          11775.150390625                101388472                        1    1.000000082740371e-10
                     3864             9270.1328125                 85993824                        1    1.000000082740371e-10
                     3880          7069.6513671875                 74002960                        1    1.000000082740371e-10
                     3896           5061.357421875                 60436232                        1    1.000000082740371e-10
                     3912        3229.652099609375                 43700096                        1    1.000000082740371e-10
                     3928       1812.7484130859375                 35644080                        1    1.000000082740371e-10
                     3944        722.5128173828125                 19958302                        1    1.000000082740371e-10
                     3960       103.14896392822266                 20770946                        1    1.000000082740371e-10
                     3976   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     3992   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4008   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4024   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4040   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4056   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4072   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4088   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4112   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4144   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4176   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4208   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4240   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4272   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4304   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4336   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4368   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4400   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4432   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4464   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4496   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4528   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4560   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4592   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4624   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4656   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4688   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4720   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4752   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4784   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4816   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4848   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4880   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4912   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4944   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     4976   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     5008   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     5040   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     5072   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     5104   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     5184   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     5312   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     5440   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     5568   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     5696   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     5824   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     5952   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     6080   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     6208   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     6336   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     6464   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     6592   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     6720   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     6848   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     6976   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     7104   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     7232   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     7360   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     7488   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     7616   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     7744   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     7872   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     8000   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     8128   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     8256   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     8384   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     8512   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     8640   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     8768   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     8896   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     9024   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     9152   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     9280   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     9408   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     9536   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     9664   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     9792   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                     9920   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    10048   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    10176   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    10304   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    10432   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    10560   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    10688   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    10816   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    10944   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    11072   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    11200   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    11328   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    11456   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    11584   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    11712   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    11840   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    11968   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    12096   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    12224   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    12352   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    12480   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    12608   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    12736   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    12864   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    12992   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    13120   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    13248   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    13376   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    13504   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    13632   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    13760   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    13888   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    14016   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    14144   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    14272   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    14400   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    14528   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    14656   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    14784   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    14912   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    15040   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    15168   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    15296   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    15424   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    15552   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    15680   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    15808   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    15936   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    16064   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    16192   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    16320   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    16448   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    16576   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    16704   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    16832   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    16960   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    17088   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    17216   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    17344   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    17472   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    17600   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    17728   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    17856   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    17984   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    18112   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    18240   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    18368   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    18496   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    18624   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    18752   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    18880   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    19008   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    19136   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    19264   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    19392   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    19520   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    19648   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    19776   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    19904   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    20032   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    20160   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    20288   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    20416   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    20544   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    20672   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    20800   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    20928   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    21056   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    21184   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    21312   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    21440   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    21568   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    21696   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    21824   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    21952   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    22080   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    22208   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    22336   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    22464   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    22592   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    22720   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    22848   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    22976   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    23104   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    23232   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    23360   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    23488   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    23616   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
                    23744   9.9999997473787516e-05                  8000000                        1    1.000000082740371e-10
