          time       sdc-iter          X(h1)         X(he4)         X(c12)         X(c14)         X(n13)         X(n14)         X(o16)         X(o18)         X(f18)        X(ne20)        X(ne21)        X(mg24)        X(al27)        X(si28)         X(p31)         X(s32)        X(cl35)        X(ar36)         X(k39)        X(ca40)        X(sc43)        X(ti44)         X(v47)        X(cr48)        X(mn51)        X(fe52)        X(co55)        X(ni56)       dXdt(h1)      dXdt(he4)      dXdt(c12)      dXdt(c14)      dXdt(n13)      dXdt(n14)      dXdt(o16)      dXdt(o18)      dXdt(f18)     dXdt(ne20)     dXdt(ne21)     dXdt(mg24)     dXdt(al27)     dXdt(si28)      dXdt(p31)      dXdt(s32)     dXdt(cl35)     dXdt(ar36)      dXdt(k39)     dXdt(ca40)     dXdt(sc43)     dXdt(ti44)      dXdt(v47)     dXdt(cr48)     dXdt(mn51)     dXdt(fe52)     dXdt(co55)     dXdt(ni56)          de/dt
     0.0997778              0       0.010239      0.0532952    3.04363e-06    1.43396e-10    4.59051e-10    6.24997e-09    7.35893e-06    4.43681e-11     4.4325e-11    1.02622e-07    1.15464e-09     2.3023e-05     2.3139e-06      0.0160857    0.000272192       0.019141    0.000709039      0.0119013     0.00146602      0.0170845    3.91097e-05    0.000451196    0.000348372     0.00260904      0.0230198      0.0253991       0.532686       0.285218        1.25021       -3.42442   -0.000762786   -1.76998e-09   -2.61048e-08    -5.9706e-08    -0.00160443    2.27569e-09   -1.73552e-08   -1.72536e-05    1.09807e-07       -0.13874       0.151981        -28.868        28.7758       -9.77704        7.54031       -3.27323        1.75517       -1.83772       0.200146      -0.039027   -0.000681358      -0.118689      -0.471425      -0.305707        3.32703        5.25644   -3.27366e+18
     0.0997387              1      0.0102367      0.0532423    3.07357e-06    1.43427e-10    4.63446e-10    6.25174e-09    7.42368e-06    4.43309e-11    4.42913e-11    1.03448e-07    1.15287e-09    2.32073e-05    2.33064e-06       0.016197    0.000273867      0.0192529     0.00071264      0.0119581     0.00147189      0.0171477    3.92248e-05    0.000452386    0.000349021     0.00261311      0.0230376      0.0254112       0.532523       0.285045        7.31779       -27.6739     -0.0017173   -9.23071e-10    0.000822524   -6.56053e-08    -0.00141365    1.18681e-09    8.36737e-07    9.72466e-06   -8.77785e-07      -0.843351       0.936087       -159.066        172.306       -44.2326        45.2037       -12.1771        11.9526        -2.6445         1.1696     -0.0758763      0.0764291      -0.177259      -0.406014      -0.387712        5.83319        2.89169   -1.42486e+19
     0.0997387              1      0.0102367      0.0532423    3.07357e-06    1.43427e-10    4.63446e-10    6.25174e-09    7.42368e-06    4.43309e-11    4.42913e-11    1.03448e-07    1.15287e-09    2.32073e-05    2.33064e-06       0.016197    0.000273867      0.0192529     0.00071264      0.0119581     0.00147189      0.0171477    3.92248e-05    0.000452386    0.000349021     0.00261311      0.0230376      0.0254112       0.532523       0.285045          5.252       -19.4368    0.000268024    -9.1645e-10    -0.00146978   -5.80396e-08    -0.00123945     1.1783e-09    7.15933e-07    9.53381e-06   -7.48196e-07      -0.665276       0.733332        -103.31        110.431       -42.2489        43.1471       -12.0313        11.8514       -2.60796        1.13248     -0.0754827      0.0760933      -0.176914      -0.407595      -0.385435        5.81897        2.90518   -1.03902e+19
     0.0997387              1      0.0102367      0.0532423    3.07357e-06    1.43427e-10     4.6397e-10    6.25174e-09    7.42368e-06    4.43309e-11    4.42919e-11    1.03448e-07    1.15286e-09    2.32068e-05    2.33124e-06      0.0161969    0.000273977      0.0192529    0.000712669      0.0119581      0.0014719      0.0171477    3.92255e-05    0.000452386    0.000349021     0.00261311      0.0230376      0.0254112       0.532523       0.285045       -3819.51        15231.4        3.67604    1.13422e-08        -4.2456    1.39496e-05       0.321289   -1.45828e-08   -0.000222949   -0.000343816    0.000239183        329.036       -374.661         103128        -114448         3630.4       -3764.44        258.017       -175.627        65.0448       -67.5922       0.653153       -0.54575       0.462246       -3.33439        3.83075       -20.5137        27.8655     7.1331e+21
     0.0997387              1      0.0102367      0.0532423    3.07357e-06    1.43427e-10    4.63708e-10    6.25174e-09    7.42368e-06    4.43309e-11    4.42916e-11    1.03448e-07    1.15286e-09    2.32071e-05    2.33094e-06      0.0161969    0.000273922      0.0192529    0.000712655      0.0119581     0.00147189      0.0171477    3.92252e-05    0.000452386    0.000349021     0.00261311      0.0230376      0.0254112       0.532523       0.285045       -1906.09        7601.89        1.83716    5.20957e-09       -2.12239    6.94202e-06       0.159938   -6.69801e-09   -0.000111056   -0.000167046    0.000119153        164.096       -186.863        51484.4       -57137.9        1793.08       -1859.62         122.92       -81.8374        31.2002       -33.2113       0.288639      -0.234661       0.142494        -1.8702        1.72152       -7.34029        15.3786    3.55943e+21
     0.0997387              1      0.0102367      0.0532423    3.07357e-06    1.43427e-10    4.63447e-10    6.25174e-09    7.42367e-06    4.43309e-11    4.42914e-11    1.03448e-07    1.15287e-09    2.32072e-05    2.33066e-06       0.016197    0.000273869      0.0192529    0.000712645      0.0119581      0.0014719      0.0171477     3.9225e-05    0.000452386    0.000349021     0.00261311      0.0230376      0.0254112       0.532523       0.285045       -103.921        413.599     0.00949532    1.00207e-09     -0.0119772    6.96576e-07   -0.000574177   -1.28837e-09   -1.20828e-05   -9.81586e-05    1.30517e-05        11.9543       -13.5891        2251.71       -2502.91        576.517       -643.726        151.943       -151.117        18.0515        -16.451       0.432128      -0.577504       0.183061      -0.963362       0.340036      0.0405797        8.48227    1.94254e+20
     0.0997388              1      0.0102367      0.0532424    3.07352e-06    1.43426e-10    4.63439e-10    6.25173e-09     7.4236e-06    4.43309e-11    4.42914e-11    1.03447e-07    1.15287e-09    2.32069e-05     2.3306e-06      0.0161968    0.000273864      0.0192528    0.000712636       0.011958     0.00147189      0.0171477    3.92247e-05    0.000452385     0.00034902      0.0026131      0.0230376      0.0254112       0.532523       0.285045      -0.876306        5.67849   -0.000101238    1.80077e-09   -3.61267e-06   -1.07461e-07    -0.00248562   -2.31527e-09   -5.83705e-08   -0.000202485    2.29291e-07       0.121407     -0.0378787        2.91903       -5.00579         10.117       -10.5012        5.85448       -15.5954      -0.044659      -0.396715       0.178111       -0.44293       0.350179      -0.236304      0.0399954       0.537553        7.34376   -6.67551e+17
     0.0997393              1      0.0102367       0.053243    3.07316e-06    1.43426e-10    4.63385e-10    6.25171e-09    7.42282e-06    4.43313e-11    4.42917e-11    1.03437e-07    1.15289e-09    2.32048e-05    2.33041e-06      0.0161954    0.000273843      0.0192514    0.000712592      0.0119574     0.00147182       0.017147    3.92234e-05    0.000452372    0.000349013     0.00261306      0.0230374       0.025411       0.532525       0.285047     -0.0258988        3.55605    0.000506056   -1.76772e-09   -1.62647e-06   -1.14952e-07    -0.00333362    2.27279e-09    2.35355e-09   -7.00685e-05    1.69682e-07      0.0291656     0.00173418        2.45032      -0.184914       -1.64765       -0.10094       -6.26497      -0.848436       -4.57479     -0.0104884     -0.0706675     -0.0652154       0.037197      0.0893463     -0.0300011       0.248606        7.41446   -4.12621e+18
     0.0997418              1      0.0102369      0.0532465    3.07122e-06    1.43424e-10      4.631e-10     6.2516e-09    7.41859e-06    4.43337e-11    4.42939e-11    1.03383e-07      1.153e-09     2.3193e-05    2.32934e-06      0.0161883    0.000273737      0.0192442     0.00071236      0.0119536     0.00147143      0.0171428    3.92159e-05    0.000452294    0.000348971      0.0026128      0.0230363      0.0254103       0.532536       0.285058      -0.280337        3.20101   -0.000583776   -1.09079e-09   -3.60819e-05   -5.19594e-08    -0.00175617    1.40245e-09    -3.8056e-08   -2.20034e-05    1.22338e-07      0.0340482     -0.0420356        4.98008       -7.79565      -0.893576       -2.12497       -1.18249      -0.707025       -2.35754     -0.0586009     -0.0440846     -0.0285973      -0.149099      -0.641098      -0.504608        3.63403        4.96293   -1.30245e+18
     0.0997641              1      0.0102383      0.0532776    3.05402e-06    1.43407e-10    4.60576e-10    6.25058e-09     7.3814e-06     4.4355e-11    4.43134e-11     1.0291e-07    1.15403e-09    2.30874e-05    2.31979e-06      0.0161245    0.000272781        0.01918    0.000710307      0.0119211     0.00146809      0.0171065    3.91506e-05    0.000451612    0.000348605     0.00261046      0.0230263      0.0254032       0.532631       0.285154       -24.0528        98.4464     0.00231042    2.06664e-09    -0.00258433    7.19644e-08    -0.00222226    -2.6571e-09   -2.86613e-06   -0.000117928    3.23587e-06        2.77588       -3.10899        517.371       -574.161         134.93       -151.051        34.3148       -40.2991        1.83715       -3.91933       0.120257      -0.318865       0.118339      -0.457614      -0.348074        2.16684        5.63942    4.16076e+19
     0.0997641              1      0.0102382      0.0532766    3.05407e-06    1.43407e-10    4.60583e-10    6.25059e-09    7.38151e-06    4.43551e-11    4.43132e-11     1.0291e-07    1.15402e-09    2.30873e-05    2.31974e-06      0.0161246    0.000272777      0.0191801    0.000710296      0.0119211     0.00146807      0.0171066    3.91499e-05    0.000451612    0.000348599     0.00261047       0.023026      0.0254033       0.532629       0.285158        1.02708       -2.56289   -0.000731529   -2.13517e-09   -3.40516e-05   -6.72456e-08    -0.00161808    2.74522e-09   -7.90882e-08   -1.80198e-05    1.93138e-07        -0.1116       0.121655       -24.1512        23.5535       -8.66488         6.3006        -3.0124        1.45634       -1.81408       0.169626     -0.0375014    -0.00465619      -0.115865      -0.513292       -0.26687        2.84009        5.78869   -2.82396e+18
     0.0997633              0      0.0102382      0.0532753    3.05469e-06    1.43407e-10    4.60675e-10    6.25063e-09    7.38286e-06    4.43543e-11    4.43125e-11    1.02927e-07    1.15398e-09    2.30912e-05    2.32008e-06      0.0161269    0.000272811      0.0191825     0.00071037      0.0119223     0.00146819       0.017108    3.91522e-05    0.000451638    0.000348612     0.00261055      0.0230263      0.0254036       0.532625       0.285155        1.02963       -2.38541   -0.000799163   -7.90927e-11    2.94978e-05   -2.23268e-08     -0.0016116    1.01695e-10    1.35985e-07   -1.76836e-05   -1.25159e-07      -0.110456       0.118984       -23.1442        22.3963       -8.35142        5.95035       -2.94043        1.42808       -1.81294       0.171319     -0.0395533     0.00292013      -0.120955      -0.324021      -0.440777        5.41416        3.16079   -3.06224e+18
     0.0997633              0      0.0102382      0.0532753    3.05469e-06    1.43407e-10    4.60675e-10    6.25063e-09    7.38286e-06    4.43543e-11    4.43125e-11    1.02927e-07    1.15398e-09    2.30912e-05    2.32008e-06      0.0161269    0.000272811      0.0191825     0.00071037      0.0119223     0.00146819       0.017108    3.91522e-05    0.000451638    0.000348612     0.00261055      0.0230263      0.0254036       0.532625       0.285155       0.284029       0.587348   -0.000601451   -7.76574e-11   -0.000198783   -1.89626e-08    -0.00159425    9.98499e-11    8.09367e-08   -1.77499e-05   -6.59821e-08      -0.047608      0.0474251       -3.03516      0.0807514       -7.62022        5.19092       -2.88715        1.39137       -1.79809       0.156103     -0.0393904     0.00278132       -0.12082      -0.324648      -0.439886        5.40869        3.16597   -1.66951e+18
     0.0997633              0      0.0102382      0.0532753    3.05469e-06    1.43407e-10    4.60727e-10    6.25063e-09    7.38286e-06    4.43543e-11    4.43127e-11    1.02927e-07    1.15398e-09     2.3091e-05    2.32029e-06      0.0161269    0.000272851      0.0191825     0.00071038      0.0119223     0.00146819       0.017108    3.91525e-05    0.000451638    0.000348612     0.00261055      0.0230263      0.0254036       0.532625       0.285155       -1380.74        5506.84       0.365608    2.57863e-09      -0.423028    6.21228e-06      0.0305373   -3.31537e-09   -0.000101882    -0.00014055    0.000109544        116.362       -132.497        37243.6       -41333.6        1346.73       -1401.45        95.8103       -66.6058        25.7079       -28.0279       0.262323      -0.254333       0.130509       -1.48507        1.21009       -4.71976        12.7759    2.57792e+21
     0.0997633              0      0.0102382      0.0532753    3.05469e-06    1.43407e-10    4.60701e-10    6.25063e-09    7.38286e-06    4.43543e-11    4.43126e-11    1.02927e-07    1.15398e-09    2.30911e-05    2.32018e-06      0.0161269    0.000272831      0.0191825    0.000710375      0.0119223     0.00146819       0.017108    3.91523e-05    0.000451638    0.000348612     0.00261055      0.0230263      0.0254036       0.532625       0.285155       -689.856        2752.23       0.182405    1.24977e-09        -0.2115    3.09498e-06      0.0144629   -1.60684e-09   -5.08732e-05   -7.91171e-05    5.47096e-05        58.1261        -66.189        18610.3       -20655.7        669.188        -697.75         46.435       -32.5889        11.9475       -13.9283       0.111385      -0.125707      0.0047769      -0.904547       0.384657        0.34719        7.96835    1.28743e+21
     0.0997633              0      0.0102382      0.0532753    3.05468e-06    1.43407e-10    4.60673e-10    6.25063e-09    7.38283e-06    4.43543e-11    4.43125e-11    1.02927e-07    1.15398e-09    2.30911e-05    2.32007e-06      0.0161268    0.000272811      0.0191824    0.000710369      0.0119223     0.00146819      0.0171079    3.91521e-05    0.000451637    0.000348611     0.00261055      0.0230263      0.0254036       0.532625       0.285155       -22.0671        88.9687   -0.000119108   -8.09972e-09   -0.000693744   -7.32737e-08    -0.00161497    1.04139e-08   -3.16312e-06   -4.63971e-05    3.80022e-06        2.45626       -2.79378        470.408       -525.183        123.554       -140.379        33.3135       -34.9956        3.02091       -4.02929        0.16893       -0.30852       0.104926       -1.08397       0.595791       0.403716         7.8485    4.05113e+19
     0.0997635              0      0.0102382      0.0532756    3.05452e-06    1.43407e-10     4.6065e-10    6.25062e-09    7.38248e-06    4.43545e-11    4.43127e-11    1.02922e-07    1.15399e-09    2.30901e-05    2.31998e-06      0.0161263    0.000272801      0.0191818    0.000710349       0.011922     0.00146816      0.0171076    3.91515e-05    0.000451631    0.000348608     0.00261053      0.0230262      0.0254036       0.532626       0.285156      -0.108547        1.84788   -0.000620278   -3.70164e-09   -1.22468e-07   -1.37416e-07    -0.00179604    4.75925e-09    6.86114e-10   -3.65173e-05    2.05323e-07     0.00271474     -0.0023218       -2.10733      -0.324858       -2.11917      -0.604444       -1.47052      -0.979794        -1.7685     -0.0253103     -0.0175813     -0.0706977    -0.00669542      -0.889383       0.521449       -1.98317        10.1087   -7.06134e+17
     0.0997656              0      0.0102383      0.0532784    3.05294e-06    1.43406e-10    4.60417e-10    6.25055e-09    7.37905e-06    4.43564e-11    4.43146e-11    1.02879e-07    1.15409e-09    2.30805e-05    2.31911e-06      0.0161204    0.000272714      0.0191759    0.000710159       0.011919     0.00146784      0.0171042    3.91454e-05    0.000451568    0.000348574     0.00261032      0.0230253      0.0254029       0.532634       0.285165      -0.160877        2.50579   -0.000662459   -1.02081e-09   -2.22278e-05   -4.94182e-08    -0.00164925    1.31248e-09   -2.41251e-08   -2.18759e-05    1.02273e-07      0.0187999     -0.0258426        1.75377       -4.76695       -1.63254       -1.32824       -1.22623        -0.4781       -1.75573     -0.0355738     -0.0338913     -0.0208942      -0.115777      -0.524405      -0.334259        3.05878        5.10452   -1.19269e+18
     0.0997774              0       0.010239      0.0532948    3.04395e-06    1.43396e-10    4.59097e-10    6.25016e-09     7.3596e-06    4.43677e-11    4.43259e-11    1.02631e-07    1.15466e-09    2.30252e-05     2.3141e-06      0.0160869    0.000272213      0.0191423    0.000709082      0.0119019     0.00146609      0.0170852    3.91111e-05     0.00045121    0.000348381     0.00260909        0.02302      0.0253992       0.532684       0.285215       -6.99466        29.8497    0.000158114   -5.80449e-12   -0.000757237   -1.75308e-08    -0.00175583    7.46757e-12   -9.48039e-07   -4.84417e-05    1.13234e-06       0.807563      -0.908543        149.287       -167.933         37.484       -44.2566        9.05176       -11.8889      -0.536955        -1.1509      0.0144784      -0.104545     -0.0428601      -0.475041      -0.356481        3.50541         4.6503    1.12288e+19
     0.0998021              0      0.0102405      0.0533287    3.02524e-06    1.43377e-10    4.56351e-10    6.24935e-09    7.31912e-06    4.43911e-11    4.43495e-11    1.02114e-07    1.15584e-09    2.29097e-05    2.30364e-06      0.0160171    0.000271165       0.019072    0.000706829      0.0118662     0.00146242      0.0170454    3.90394e-05    0.000450462    0.000347977     0.00260653      0.0230089      0.0253914       0.532788       0.285322       -38.0923        154.627     0.00408822    3.25262e-09    -0.00415328    7.53444e-08    -0.00274017   -4.18194e-09   -5.21676e-06   -0.000176613    5.97321e-06        4.39117       -4.91381        819.856       -908.004         215.13       -238.992        55.0862       -63.7898        3.75081       -6.20984        0.20914      -0.496541       0.271452       -0.37311      -0.177354       0.333472        7.39591    6.70342e+19
     0.0998021              0      0.0102405      0.0533281    3.02536e-06    1.43377e-10    4.56368e-10    6.24936e-09    7.31935e-06    4.43911e-11    4.43493e-11    1.02116e-07    1.15583e-09    2.29103e-05    2.30367e-06      0.0160175    0.000271168      0.0190724    0.000706833      0.0118663     0.00146242      0.0170456    3.90392e-05    0.000450464    0.000347975     0.00260654      0.0230088      0.0253915       0.532786       0.285323        1.15673       -3.03296   -0.000772823   -1.62154e-09    2.32674e-05    -5.6135e-08    -0.00158382    2.08484e-09    3.59593e-10   -1.70427e-05     8.3783e-08      -0.128593       0.140286       -26.8153        26.5297       -9.14895        6.87564       -3.09296        1.59499       -1.80109       0.180745     -0.0377682    -0.00202439      -0.116517      -0.460583      -0.309222        3.47951        4.99073   -3.14062e+18
     0.0997633              1      0.0102382      0.0532753    3.05469e-06    1.43407e-10    4.60675e-10    6.25063e-09    7.38286e-06    4.43543e-11    4.43125e-11    1.02927e-07    1.15398e-09    2.30912e-05    2.32008e-06      0.0161269    0.000272811      0.0191825     0.00071037      0.0119223     0.00146819       0.017108    3.91522e-05    0.000451638    0.000348612     0.00261055      0.0230263      0.0254036       0.532625       0.285155        1.02963       -2.38541   -0.000799163   -7.90927e-11    2.94978e-05   -2.23268e-08     -0.0016116    1.01695e-10    1.35985e-07   -1.76836e-05   -1.25159e-07      -0.110456       0.118984       -23.1442        22.3963       -8.35142        5.95035       -2.94043        1.42808       -1.81294       0.171319     -0.0395533     0.00292013      -0.120955      -0.324021      -0.440777        5.41416        3.16079   -3.06224e+18
     0.0997633              1      0.0102382      0.0532753    3.05469e-06    1.43407e-10    4.60675e-10    6.25063e-09    7.38286e-06    4.43543e-11    4.43125e-11    1.02927e-07    1.15398e-09    2.30912e-05    2.32008e-06      0.0161269    0.000272811      0.0191825     0.00071037      0.0119223     0.00146819       0.017108    3.91522e-05    0.000451638    0.000348612     0.00261055      0.0230263      0.0254036       0.532625       0.285155       0.284029       0.587349   -0.000601451   -7.76573e-11   -0.000198783   -1.89626e-08    -0.00159425    9.98498e-11    8.09367e-08   -1.77499e-05   -6.59821e-08      -0.047608      0.0474251       -3.03516       0.080751       -7.62022        5.19093       -2.88715        1.39137       -1.79809       0.156103     -0.0393904     0.00278132       -0.12082      -0.324648      -0.439886        5.40869        3.16597   -1.66948e+18
     0.0997633              1      0.0102382      0.0532753    3.05469e-06    1.43407e-10    4.60727e-10    6.25063e-09    7.38286e-06    4.43543e-11    4.43127e-11    1.02927e-07    1.15398e-09     2.3091e-05    2.32029e-06      0.0161269    0.000272851      0.0191825     0.00071038      0.0119223     0.00146819       0.017108    3.91525e-05    0.000451638    0.000348612     0.00261055      0.0230263      0.0254036       0.532625       0.285155       -1380.74        5506.83       0.365607    2.57834e-09      -0.423027    6.21226e-06      0.0305372   -3.31501e-09   -0.000101882    -0.00014055    0.000109544        116.362       -132.496        37243.5       -41333.5        1346.72       -1401.44        95.8101       -66.6057        25.7078       -28.0278       0.262324      -0.254335        0.13051       -1.48511        1.21012       -4.72012        12.7763    2.57792e+21
