          time       sdc-iter          X(h1)         X(he4)         X(c12)         X(c14)         X(n13)         X(n14)         X(o16)         X(o18)         X(f18)        X(ne20)        X(ne21)        X(mg24)        X(al27)        X(si28)         X(p31)         X(s32)        X(cl35)        X(ar36)         X(k39)        X(ca40)        X(sc43)        X(ti44)         X(v47)        X(cr48)        X(mn51)        X(fe52)        X(co55)        X(ni56)       dXdt(h1)      dXdt(he4)      dXdt(c12)      dXdt(c14)      dXdt(n13)      dXdt(n14)      dXdt(o16)      dXdt(o18)      dXdt(f18)     dXdt(ne20)     dXdt(ne21)     dXdt(mg24)     dXdt(al27)     dXdt(si28)      dXdt(p31)      dXdt(s32)     dXdt(cl35)     dXdt(ar36)      dXdt(k39)     dXdt(ca40)     dXdt(sc43)     dXdt(ti44)      dXdt(v47)     dXdt(cr48)     dXdt(mn51)     dXdt(fe52)     dXdt(co55)     dXdt(ni56)          de/dt
     0.0997387              1       0.010171      0.0516101     2.9871e-06    1.43218e-10    4.49776e-10    5.17069e-09    7.23797e-06    4.41733e-11    3.61866e-11    9.98633e-08    9.27932e-10    2.28209e-05    2.21597e-06      0.0162318    0.000264904      0.0193318    0.000690848      0.0120097     0.00143182      0.0172642    3.77754e-05    0.000451716    0.000339224      0.0026253      0.0226513      0.0257216       0.528338       0.290794        17.6662       -69.0375    -0.00288403    -3.4723e-09     0.00203747    1.52765e-06    -0.00103458    4.46439e-09    1.74622e-05    4.89855e-05    -2.2664e-05       -1.95739        2.19256         -382.2        419.269       -103.322         110.51       -27.4038        28.7009       -4.18076         2.9397      -0.135156       0.211674      -0.274478      -0.245983      -0.526024        5.44063        2.35418   -3.32437e+19
     0.0997387              1       0.010171      0.0516101     2.9871e-06    1.43218e-10    4.49776e-10    5.17069e-09    7.23797e-06    4.41733e-11    3.61866e-11    9.98633e-08    9.27932e-10    2.28209e-05    2.21597e-06      0.0162318    0.000264904      0.0193318    0.000690848      0.0120097     0.00143182      0.0172642    3.77754e-05    0.000451716    0.000339224      0.0026253      0.0226513      0.0257216       0.528338       0.290794        14.5696       -56.6902    0.000187223   -3.46155e-09    -0.00150132    1.62224e-06   -0.000774142    4.45057e-09    1.58531e-05    4.87209e-05   -2.09286e-05       -1.70101        1.90061        -298.61        326.506       -100.345        107.425       -27.1881        28.5533        -4.1245        2.88238      -0.134567       0.211183      -0.273973      -0.248332      -0.522653        5.41946        2.37427   -2.74595e+19
     0.0997387              1       0.010171        0.05161     2.9871e-06    1.43218e-10    4.50619e-10    5.17069e-09    7.23797e-06    4.41733e-11    3.61938e-11    9.98633e-08    9.27922e-10    2.28201e-05    2.21688e-06      0.0162317    0.000265077      0.0193318    0.000690894      0.0120097     0.00143183      0.0172642    3.77766e-05    0.000451716    0.000339224      0.0026253      0.0226513      0.0257216       0.528338       0.290794       -5867.95        23398.9        5.83453    1.69637e-08         -6.724    0.000181311       0.493978   -2.18104e-08    -0.00304096   -0.000453992     0.00327581        485.328       -552.699         158493        -175892        5554.55       -5754.07        382.494       -251.824        102.757       -106.004       0.985759      -0.720332       0.686727       -4.71181        5.88073       -34.7989        40.5445    1.09606e+22
     0.0997387              1       0.010171      0.0516101     2.9871e-06    1.43218e-10    4.50197e-10    5.17069e-09    7.23797e-06    4.41733e-11    3.61902e-11    9.98633e-08    9.27927e-10    2.28205e-05    2.21642e-06      0.0162318     0.00026499      0.0193318    0.000690871      0.0120097     0.00143183      0.0172642     3.7776e-05    0.000451716    0.000339224      0.0026253      0.0226513      0.0257216       0.528338       0.290794       -2925.14        11664.9        2.91582    6.74567e-09       -3.36098    9.14195e-05       0.246472     -8.673e-09    -0.00151175   -0.000202503     0.00162658        241.685       -275.253        79055.3       -87736.3        2725.61       -2821.78        177.545       -111.562        49.2878       -51.5323       0.425301      -0.254329       0.206124       -2.47889        2.67735       -14.6791        21.4494    5.46366e+21
     0.0997387              1       0.010171      0.0516101     2.9871e-06    1.43218e-10    4.49779e-10     5.1707e-09    7.23797e-06    4.41733e-11    3.61869e-11    9.98634e-08    9.27924e-10    2.28208e-05    2.21601e-06      0.0162318    0.000264909      0.0193318    0.000690858      0.0120097     0.00143184      0.0172642    3.77758e-05    0.000451716    0.000339224      0.0026253      0.0226513      0.0257216       0.528338       0.290794       -197.675        785.624      0.0192977    7.55369e-09     -0.0233681    7.02954e-06    0.000704443   -9.71188e-09   -0.000199162    -7.9285e-05    0.000221812        21.9419       -24.9813        4310.42       -4788.23        1093.88        -1219.3        268.892       -261.436        35.6333       -31.8106       0.655866      -0.743059       0.240051       -0.85556       0.325451        1.15728        6.27084    3.70322e+20
     0.0997388              1       0.010171      0.0516101    2.98707e-06    1.43218e-10    4.49772e-10    5.17072e-09    7.23794e-06    4.41733e-11    3.61862e-11    9.98633e-08    9.27918e-10    2.28205e-05    2.21594e-06      0.0162317    0.000264902      0.0193317    0.000690847      0.0120097     0.00143183      0.0172642    3.77754e-05    0.000451716    0.000339224      0.0026253      0.0226513      0.0257216       0.528338       0.290794        -3.0678        14.7746   -8.75172e-05    1.81898e-08   -1.30445e-05   -1.48245e-05    -0.00207957   -2.33868e-08   -1.24047e-06   -0.000350554     2.3684e-05       0.264617      -0.159936         15.423       -19.5619        38.9806       -40.2003         37.976       -52.8544        3.31216       -1.54279       0.580902       -1.17004       0.830731      -0.353266       0.176079         7.7371       -1.14287    2.33412e+18
      0.099739              1       0.010171      0.0516104     2.9869e-06    1.43218e-10    4.49747e-10    5.17091e-09    7.23761e-06    4.41735e-11    3.61881e-11    9.98588e-08    9.27971e-10    2.28194e-05    2.21584e-06       0.016231    0.000264892      0.0193311    0.000690827      0.0120094      0.0014318      0.0172639    3.77751e-05    0.000451712    0.000339222     0.00262528      0.0226512      0.0257216       0.528339       0.290795    -0.00803737        5.49951     0.00178282     1.8796e-09   -1.12028e-06   -4.46136e-06    -0.00466939   -2.41662e-09     2.2238e-07   -0.000218312     6.4326e-06      0.0820067     0.00787725         6.4343      0.0989409        1.96844     -0.0320497       -13.4183       -2.59228       -4.67032     -0.0151146     -0.0640593      -0.240393       0.544759       0.565973       0.947142        2.76276         2.1319   -7.55696e+18
     0.0997401              1      0.0101711      0.0516119    2.98618e-06    1.43217e-10    4.49641e-10     5.1718e-09    7.23597e-06    4.41744e-11    3.61955e-11    9.98383e-08    9.28182e-10    2.28151e-05    2.21548e-06      0.0162282    0.000264853      0.0193282     0.00069074      0.0120079     0.00143165      0.0172622    3.77722e-05    0.000451681    0.000339206     0.00262518      0.0226509      0.0257212       0.528344       0.290798     -0.0210611        2.86736   -0.000234969   -1.48814e-09   -8.76372e-06   -1.19876e-07    -0.00196181    1.91333e-09   -5.17045e-08   -2.35858e-05    2.40136e-07     0.00770671    -0.00720839        1.26358       -1.50102       -2.05664      -0.437824       -2.34867      -0.331532       -3.81291     -0.0172993      -0.068064     -0.0337051      -0.155513      -0.502542      -0.457114        3.27847        4.33622   -3.05158e+18
      0.099746              1      0.0101715      0.0516201     2.9822e-06    1.43213e-10    4.49062e-10    5.17663e-09    7.22732e-06    4.41797e-11    3.62349e-11    9.97304e-08    9.29299e-10    2.27905e-05    2.21337e-06      0.0162128    0.000264636      0.0193126    0.000690274          0.012     0.00143089      0.0172532     3.7758e-05    0.000451517    0.000339127     0.00262461      0.0226487      0.0257194       0.528369       0.290819       -1.62613         8.5402   -0.000406137   -5.76636e-10   -0.000194331   -1.85155e-07    -0.00140287    7.41393e-10   -1.73316e-06   -2.31366e-05    2.29975e-06       0.183407      -0.210712        34.0407       -40.2971        7.16286       -10.7068        1.22512       -2.88593       -1.33616      -0.287352     -0.0211479     -0.0366248       -0.10584      -0.480625      -0.476647        4.30977        3.01106    1.12358e+18
     0.0997742              1      0.0101732       0.051659    2.96351e-06    1.43193e-10    4.46339e-10    5.19952e-09    7.18678e-06    4.42044e-11    3.64219e-11    9.92237e-08    9.34602e-10    2.26736e-05     2.2034e-06      0.0161397     0.00026361      0.0192388    0.000688072      0.0119625      0.0014273      0.0172112    3.76913e-05    0.000450749    0.000338753     0.00262192      0.0226387      0.0257104       0.528489       0.290914       -38.8551        157.794     0.00418845    5.86455e-09    -0.00440275   -3.55642e-06    -0.00219327   -7.54013e-09   -3.99085e-05   -0.000162463    5.18946e-05        4.30751       -4.84216        837.263       -927.738        220.432        -244.99        56.5163       -63.9536        4.54326       -6.53266       0.214852      -0.509639       0.305462      -0.449631      0.0523052        3.41534        3.02914    6.82344e+19
     0.0997742              1      0.0101732      0.0516576    2.96354e-06    1.43193e-10    4.46344e-10    5.19953e-09    7.18683e-06    4.42044e-11    3.64218e-11    9.92232e-08    9.34592e-10    2.26735e-05    2.20333e-06      0.0161399    0.000263604       0.019239    0.000688057      0.0119626     0.00142727      0.0172114    3.76902e-05    0.000450748    0.000338745     0.00262193      0.0226384      0.0257106       0.528485       0.290919         1.6235       -4.82462   -0.000603108   -2.69382e-09   -7.01169e-05   -2.52131e-08    -0.00139916    3.46349e-09    7.68051e-07   -1.39799e-05    -8.5824e-07      -0.169249       0.188203       -36.6147        37.6791        -11.899        10.1918       -3.81184        2.44403       -1.77573       0.270384     -0.0385447      0.0069029      -0.113357      -0.400606      -0.287247        2.67424        4.85879   -4.22963e+18
     0.0997742              1      0.0101731      0.0516568     2.9634e-06    1.43193e-10    4.46324e-10    5.19954e-09    7.18652e-06    4.42045e-11    3.64218e-11    9.92187e-08    9.34584e-10    2.26727e-05    2.20321e-06      0.0161395    0.000263594      0.0192386    0.000688033      0.0119624     0.00142723      0.0172112    3.76891e-05    0.000450744    0.000338738     0.00262193      0.0226381      0.0257108       0.528483       0.290923       0.876687       -1.83673   -0.000551602   -2.13582e-09   -0.000116608     -3.799e-08    -0.00142548    2.74606e-09    4.63243e-07    -1.6816e-05   -4.83465e-07     -0.0870189      0.0952208       -20.3735        19.7004       -7.57384        5.41525       -2.69217        1.23389       -1.66046       0.147261     -0.0341936     -0.0018639      -0.106122      -0.387936      -0.293788        3.05343        4.52764   -2.85993e+18
     0.0997742              1      0.0101732       0.051659    2.96351e-06    1.43193e-10    4.46339e-10    5.19952e-09    7.18678e-06    4.42044e-11    3.64219e-11    9.92237e-08    9.34602e-10    2.26736e-05     2.2034e-06      0.0161397     0.00026361      0.0192388    0.000688072      0.0119625      0.0014273      0.0172112    3.76913e-05    0.000450749    0.000338753     0.00262192      0.0226387      0.0257104       0.528489       0.290914       -38.8551        157.794     0.00418845    5.86455e-09    -0.00440275   -3.55642e-06    -0.00219327   -7.54013e-09   -3.99085e-05   -0.000162463    5.18946e-05        4.30751       -4.84216        837.263       -927.738        220.432        -244.99        56.5163       -63.9536        4.54326       -6.53266       0.214852      -0.509639       0.305462       -0.44963      0.0523051        3.41534        3.02914    6.82344e+19
     0.0997742              1      0.0101733      0.0516601    2.96392e-06    1.43194e-10    4.46398e-10    5.19951e-09    7.18766e-06    4.42041e-11    3.64219e-11    9.92355e-08    9.34615e-10    2.26758e-05    2.20366e-06      0.0161409    0.000263634        0.01924    0.000688126       0.011963     0.00142739      0.0172118    3.76935e-05     0.00045076    0.000338767     0.00262194      0.0226392      0.0257102       0.528491       0.290907       0.213482        1.18866   -0.000602449    4.23049e-10   -3.46693e-05   -5.97192e-09    -0.00139234   -5.43917e-10    7.77333e-08    -1.7545e-05    -8.1731e-08      -0.013201      0.0109922       -4.73073        2.43024       -3.25563       0.722277       -1.54289      0.0613624       -1.54026       0.045201     -0.0307503    -0.00150279      -0.102147      -0.134231       -0.50016        6.27442        0.90692   -2.18221e+18
     0.0997531              1      0.0101719      0.0516298    2.97755e-06    1.43208e-10    4.48385e-10    5.18235e-09    7.21726e-06    4.41859e-11    3.62817e-11    9.96045e-08    9.30626e-10    2.27613e-05    2.21088e-06      0.0161946     0.00026438      0.0192942    0.000689726      0.0119906     0.00142999      0.0172428    3.77414e-05    0.000451325    0.000339034     0.00262394      0.0226462      0.0257171       0.528399       0.290842       -3.64183        16.4832   -0.000192805    -1.1011e-11   -0.000413534   -3.61357e-07    -0.00148105    1.41608e-11   -3.81779e-06   -3.12234e-05    4.99613e-06       0.407821      -0.462891        77.6051       -88.6072        18.6784       -23.4433         4.1919       -6.20681      -0.908132      -0.622845    -0.00392341     -0.0591239     -0.0569332      -0.314561      -0.313707        4.64454        2.63236    4.99975e+18
     0.0997531              1      0.0101719      0.0516295    2.97753e-06    1.43208e-10    4.48382e-10    5.18235e-09     7.2172e-06    4.41859e-11    3.62817e-11    9.96036e-08    9.30624e-10    2.27611e-05    2.21085e-06      0.0161945    0.000264377      0.0192941    0.000689718      0.0119906     0.00142998      0.0172427     3.7741e-05    0.000451324    0.000339031     0.00262393      0.0226461      0.0257172       0.528398       0.290844       0.041965        1.59968   -0.000665484   -9.51373e-10    7.67144e-06   -2.92994e-08    -0.00142504     1.2232e-09   -1.71139e-08   -1.76677e-05    6.39153e-08    -0.00255396    -0.00233088       -2.17824      -0.509535       -2.48363      -0.238155       -1.28131      -0.161063       -1.47472     -0.0127826     -0.0262354     -0.0146446     -0.0931291      -0.356368      -0.299961        4.23605        3.25905   -1.46359e+18
     0.0997478              1      0.0101716      0.0516225    2.98107e-06    1.43212e-10    4.48897e-10    5.17806e-09    7.22488e-06    4.41812e-11    3.62466e-11    9.96997e-08    9.29632e-10    2.27832e-05    2.21275e-06      0.0162083    0.000264573       0.019308    0.000690139      0.0119977     0.00143067      0.0172507    3.77539e-05    0.000451469    0.000339104     0.00262444      0.0226481      0.0257188       0.528376       0.290825      -0.485065        3.80826   -0.000587175   -5.53461e-10   -5.81742e-05   -7.50415e-08    -0.00142628    7.11596e-10   -5.78885e-07   -1.95891e-05    7.87928e-07      0.0580591     -0.0701257        9.48696       -13.3674       0.586962       -3.58306      -0.500377       -1.03247       -1.40087     -0.0939706     -0.0235631     -0.0188788     -0.0891844      -0.303314      -0.342189        4.73632        2.63598   -6.56722e+17
     0.0997496              1      0.0101717       0.051625     2.9799e-06     1.4321e-10    4.48727e-10    5.17949e-09    7.22234e-06    4.41828e-11    3.62583e-11    9.96681e-08    9.29964e-10    2.27759e-05    2.21213e-06      0.0162037    0.000264509      0.0193034    0.000690001      0.0119953     0.00143044       0.017248    3.77497e-05    0.000451421     0.00033908     0.00262427      0.0226475      0.0257182       0.528384       0.290831      -0.171492        2.53031   -0.000618554   -6.86312e-10   -3.15989e-05    -4.7707e-08    -0.00142028    8.82404e-10   -2.42856e-07    -1.8554e-05    3.54893e-07      0.0225643     -0.0302891        2.64123       -5.80835       -1.21135       -1.61187      -0.959275      -0.525831       -1.44649     -0.0448555     -0.0254908     -0.0153815     -0.0923503      -0.313914       -0.33584        4.62304        2.77774   -1.19155e+18
     0.0997672              1      0.0101728      0.0516492    2.96822e-06    1.43198e-10    4.47025e-10     5.1938e-09    7.19699e-06    4.41982e-11    3.63752e-11    9.93511e-08    9.33278e-10    2.27028e-05    2.20589e-06       0.016158    0.000263867      0.0192573    0.000688622      0.0119719      0.0014282      0.0172218    3.77079e-05    0.000450941    0.000338846     0.00262259      0.0226412      0.0257126       0.528459       0.290891       -13.6651        56.6627     0.00106656    1.59068e-09    -0.00156957   -1.27707e-06    -0.00170595   -2.04516e-09   -1.41181e-05   -6.90632e-05    1.83867e-05        1.51765       -1.70902         293.77       -327.382        76.0969       -86.5009        19.0802       -22.6617       0.627666       -2.30765      0.0580471      -0.187592      0.0469385      -0.353971      -0.195723        4.17415         2.9321    2.30675e+19
     0.0997633              0      0.0101725      0.0516436    2.97083e-06    1.43201e-10    4.47406e-10    5.19064e-09    7.20266e-06    4.41948e-11    3.63493e-11    9.94218e-08    9.32544e-10    2.27192e-05    2.20727e-06      0.0161683    0.000264009      0.0192676    0.000688928      0.0119771     0.00142869      0.0172276    3.77171e-05    0.000451048    0.000338897     0.00262297      0.0226425      0.0257139       0.528441       0.290878        2.36432       -7.64752   -0.000918274    -1.0761e-09    0.000243726    1.74398e-07     -0.0013636    1.38356e-09      2.281e-06   -9.15123e-06   -2.92277e-06      -0.257354        0.28429        -52.022        54.5939       -15.7303        14.3489       -4.73241        3.62917       -1.83976       0.382864     -0.0414978      0.0177313      -0.118839      -0.294376      -0.372236        4.73998        2.69728   -5.74728e+18
     0.0997633              0      0.0101725      0.0516436    2.97083e-06    1.43201e-10    4.47406e-10    5.19064e-09    7.20266e-06    4.41948e-11    3.63493e-11    9.94218e-08    9.32544e-10    2.27192e-05    2.20727e-06      0.0161683    0.000264009      0.0192676    0.000688928      0.0119771     0.00142869      0.0172276    3.77171e-05    0.000451048    0.000338897     0.00262297      0.0226425      0.0257139       0.528441       0.290878        1.24733       -3.19373    9.89654e-05   -1.07219e-09   -0.000928415    2.08591e-07    -0.00127728    1.37853e-09    1.69903e-06   -9.24616e-06   -2.29509e-06      -0.165229       0.179383        -21.871        21.1339       -14.6555        13.2347       -4.65463        3.57598       -1.81939       0.362098     -0.0412841      0.0175537      -0.118656      -0.295223      -0.371021        4.73236        2.70451   -3.66077e+18
     0.0997633              0      0.0101725      0.0516436    2.97083e-06    1.43201e-10    4.47685e-10    5.19064e-09    7.20266e-06    4.41948e-11    3.63519e-11    9.94218e-08     9.3254e-10    2.27189e-05     2.2076e-06      0.0161682    0.000264072      0.0192676    0.000688944      0.0119771      0.0014287      0.0172276    3.77175e-05    0.000451048    0.000338897     0.00262297      0.0226425      0.0257139       0.528441       0.290878       -2122.35        8464.24        1.93405    6.36885e-09       -2.22937    6.52163e-05       0.162835   -8.18852e-09    -0.00110473   -0.000189722     0.00119103        174.981       -199.267        57300.5       -63592.2        2028.75          -2105        143.229       -97.5562        36.9177       -39.1175       0.365057      -0.320049       0.228693       -1.90568        1.94015       -9.75046        16.4466    3.96303e+21
     0.0997633              0      0.0101725      0.0516436    2.97083e-06    1.43201e-10    4.47545e-10    5.19064e-09    7.20266e-06    4.41948e-11    3.63506e-11    9.94218e-08    9.32542e-10     2.2719e-05    2.20744e-06      0.0161682     0.00026404      0.0192676    0.000688936      0.0119771      0.0014287      0.0172276    3.77173e-05    0.000451048    0.000338897     0.00262297      0.0226425      0.0257139       0.528441       0.290878       -1059.99        4228.31       0.966568    2.64638e-09       -1.11457    3.26954e-05      0.0807357   -3.40249e-09   -0.000551226    -9.9437e-05    0.000594054        87.3622       -99.4915        28624.3       -31768.9        1006.51       -1045.33        69.2485       -46.9636         17.539       -19.3674        0.16178      -0.151159      0.0549272       -1.10003       0.783959       -2.50526        9.57197    1.97865e+21
     0.0997633              0      0.0101725      0.0516436    2.97082e-06    1.43201e-10    4.47405e-10    5.19065e-09    7.20264e-06    4.41948e-11    3.63494e-11    9.94217e-08    9.32543e-10    2.27191e-05    2.20728e-06      0.0161682     0.00026401      0.0192676    0.000688929      0.0119771      0.0014287      0.0172276    3.77171e-05    0.000451048    0.000338897     0.00262297      0.0226425      0.0257139       0.528442       0.290878       -43.3203        173.708     0.00339778    3.36024e-09    -0.00465175   -1.26556e-07     -0.0010725    -4.3203e-09   -4.35081e-05   -6.13164e-05    5.09493e-05        4.76879       -5.42029        935.126        -1040.8         241.93       -271.515        64.3831       -65.4067        7.07225       -7.19431       0.207833      -0.324245      0.0761073      -0.470211      -0.125922        3.98012         3.3244    7.96905e+19
